return-date,order-id,sku,asin,fnsku,product-name,quantity,fulfillment-center-id,detailed-disposition,reason,status
2026-06-04,112-7000011-2000011,TW-F70-1CH,B0LABF70XX,X00LABF70XX,THINKWARE F70 Full HD 1080p Dash Cam,1,SMF3,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Completed
2026-06-05,112-7000012-2000012,TW-F70-1CH,B0LABF70XX,X00LABF70XX,THINKWARE F70 Full HD 1080p Dash Cam,1,BFI4,SELLABLE,MISSED_ESTIMATED_DELIVERY,Completed
2026-06-06,112-7000013-2000013,TW-ACC-HWK,B0LABHWK01,X00LABHWK01,THINKWARE Hardwiring Kit (3-Wire),1,LGB8,SELLABLE,UNWANTED_ITEM,Completed
2026-06-07,112-7000014-2000014,TW-ACC-HWK,B0LABHWK01,X00LABHWK01,THINKWARE Hardwiring Kit (3-Wire),1,MDW2,SELLABLE,NO_REASON_GIVEN,Completed
2026-06-01,112-7000015-2000015,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,ONT8,SELLABLE,UNWANTED_ITEM,Completed
2026-06-02,112-7000016-2000016,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,SMF3,SELLABLE,NO_REASON_GIVEN,Completed
2026-06-03,112-7000017-2000017,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,BFI4,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Completed
2026-06-04,112-7000018-2000018,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,LGB8,SELLABLE,MISSED_ESTIMATED_DELIVERY,Completed
2026-06-05,112-7000019-2000019,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,MDW2,SELLABLE,UNWANTED_ITEM,Completed
2026-06-06,112-7000020-2000020,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,ONT8,CUSTOMER_DAMAGED,NO_REASON_GIVEN,Completed
2026-06-07,112-7000021-2000021,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,SMF3,SELLABLE,ORDERED_WRONG_ITEM,Completed
2026-06-01,112-7000022-2000022,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,BFI4,SELLABLE,MISSED_ESTIMATED_DELIVERY,Completed
2026-06-02,112-7000023-2000023,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,LGB8,CUSTOMER_DAMAGED,UNWANTED_ITEM,Completed
2026-06-03,112-7000024-2000024,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,MDW2,SELLABLE,NO_REASON_GIVEN,Completed
2026-06-04,112-7000025-2000025,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,ONT8,SELLABLE,ORDERED_WRONG_ITEM,Completed
2026-06-05,112-7000026-2000026,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,SMF3,CUSTOMER_DAMAGED,MISSED_ESTIMATED_DELIVERY,Completed
2026-06-06,112-7000027-2000027,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,BFI4,SELLABLE,UNWANTED_ITEM,Completed
2026-06-07,112-7000028-2000028,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,LGB8,SELLABLE,NO_REASON_GIVEN,Completed
2026-06-01,112-7000029-2000029,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,MDW2,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Completed
2026-06-02,112-7000030-2000030,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,ONT8,SELLABLE,MISSED_ESTIMATED_DELIVERY,Completed
2026-06-03,112-7000031-2000031,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,SMF3,SELLABLE,UNWANTED_ITEM,Completed
2026-06-04,112-7000032-2000032,TW-ACC-SD256,B0LABSD256,X00LABSD256,THINKWARE 256GB microSD Card (High Endurance),1,BFI4,CUSTOMER_DAMAGED,NO_REASON_GIVEN,Completed
2026-06-05,112-7000033-2000033,TW-ACC-CPL,B0LABCPL01,X00LABCPL01,THINKWARE CPL Filter (U3000/Q200),1,LGB8,SELLABLE,UNWANTED_ITEM,Completed
